0.0118255 0.0194095
1.50307 -0.517773
-1.70265 0.161232
-0.0105459 -0.294612
-0.0700279 -1.10784
-0.402371 -0.622189
0.509064 -1.4308
0.560177 0.997655
-0.950674 0.76346
0.397898 1.68962
-1.32498 2.28808
1.69856 -0.627033
0.837935 -0.622538
-0.902319 0.00787896
0.444043 0.979908
1.15387 1.04873
-1.40478 -1.88639
-0.521786 -0.608073
0.665498 0.480811
0.659079 0.53015
-2.02267 -0.0305421
-0.429092 1.72001
1.5457 1.60761
0.954235 0.542854
1.2189 -0.987587
-1.56632 0.71499
-1.605 1.16007
0.414283 0.761161
1.22836 0.359689
-1.5266 -0.0593178
-1.84029 -0.127767
-0.515884 0.577879
-1.85208 0.474209
-0.423914 -0.866746
-0.839953 0.113965
-1.16075 1.86176
-1.99859 0.841971
-1.06696 0.593168
-0.502848 -0.500393
-0.136468 0.144538
0.385715 0.47109
0.369315 -0.674393
-0.987258 -0.950202
1.39472 0.416342
-0.901904 -0.406366
-0.193243 -1.16335
1.89772 0.516636
1.10361 1.05799
-1.23549 1.14483
-1.03745 -0.751719
-0.854466 0.384991
-0.224121 -1.06012
-0.369439 -0.865286
1.55002 1.51028
1.02014 -2.16537
-0.817822 1.86586
1.15931 1.44198
-0.358131 -0.830298
-1.67598 0.708533
0.181887 -0.198224
-2.00704 0.19682
1.13609 -0.820246
-0.794076 -1.6775
0.967921 -0.0997493
0.431637 -1.20516
-0.0982236 -0.0262424
-1.06081 -1.26514
-0.0575383 1.04895
-1.71298 0.608661
1.94998 -0.0401474
-1.19012 -1.67182
-2.06235 1.70661
-0.129591 0.60075
0.0847512 0.990324
-0.585204 -1.19864
-0.340756 -0.46443
1.6248 1.54182
0.211384 -1.1944
1.14857 -0.427116
-0.099758 0.169764
-0.98415 1.49125
-0.378184 -0.841229
0.804742 0.584116
-0.0660171 -0.72672
-0.139502 1.68086
-0.250445 0.130804
1.4768 0.00231509
0.530126 0.0125036
1.8904 0.140663
-0.125523 -0.992216
0.965209 -0.210864
-1.16156 -0.220713
-0.286213 -1.21003
-0.427744 -0.95217
0.303774 0.0454854
1.08863 -1.16621
-0.657371 1.40722
1.44484 -0.560411
0.0120666 -0.57385
-0.934048 0.605343
1.56272 0.810401
1.56145 0.195083
-1.2623 1.11824
-0.881812 0.893159
0.945356 0.864526
0.335252 0.566008
0.742348 1.40601
-0.153078 -0.330429
-0.0600043 2.00518
-0.922638 0.992017
-0.13915 0.787433
-0.855456 -0.00190645
1.20048 1.68111
-0.160513 -0.860993
-0.0665574 -0.191562
-0.45542 -0.980927
-0.246503 -0.174891
0.618351 -0.373085
-0.435095 -0.803045
1.00153 -0.3044
-0.970301 1.63935
0.242554 0.199791
0.943126 -0.262367
0.155682 0.0741416
-0.494816 -1.06403
-0.929392 -0.565568
-0.8352 0.199693
0.944722 0.465689
-0.721576 0.614269
1.73751 0.0243664
0.427026 1.10517
2.26769 -1.57069
-0.73161 0.265834
0.0901024 -1.31828
0.46579 1.19801
0.704762 0.776367
-1.50899 0.124329
0.324425 -0.142949
-1.73735 -1.48263
-0.81663 -0.813184
-1.23447 -1.59582
-1.14815 -1.64298
-1.20025 1.10176
-0.496388 -0.898963
1.07812 0.132792
1.83616 -0.101855
-0.683339 -0.80276
-1.01458 -0.0974797
-1.18539 0.898872
0.0668441 -0.492145
1.0001 0.15664
-0.944246 -2.81273
-0.135834 -1.62177
-9.65667e-006 -0.0074002
0.537415 -1.07637
0.796272 -0.559539
-0.164392 -2.39162
1.36114 0.320462
0.371371 -0.607271
1.27009 0.71751
0.996907 1.41801
-1.32498 -0.266695
0.62485 0.163692
-1.84135 -0.940985
0.170317 0.581349
1.69229 -0.0326611
1.2807 -1.03191
-0.200697 0.540519
-0.705175 -2.51065
-1.80923 -0.10217
-1.29278 -2.45029
0.226253 -0.601228
-1.17552 -0.282367
-0.361275 0.603513
-0.755713 0.379953
0.58397 -0.207702
-0.266662 -1.05216
-0.831224 -1.11932
1.3903 2.05902
-0.0876981 -0.485638
-0.25321 0.118568
-1.86788 0.74864
-1.042 0.660512
-0.285416 1.57626
0.102077 -0.287163
0.252966 -0.000440605
0.0029996 0.329492
-2.97494 1.07681
-0.887986 0.0196406
1.36593 -2.42071
1.75663 1.16422
-0.454742 0.160673
-0.416837 -0.147236
0.296987 -0.679825
1.05522 0.380915
1.94749 -1.43017
-1.94692 0.213118
-0.451965 2.27878
-0.372465 -0.017138
0.335017 -1.01557
-0.339936 0.871036
-0.0304585 2.46582
-0.391029 -0.721924
0.597759 0.804235
-0.343555 -0.583238
0.208339 -0.521091
2.0877 0.963134
0.0243408 -0.481069
1.37883 -1.84621
-0.283735 -0.654491
-1.65359 0.407164
-0.184593 -0.311889
0.9497 -0.807788
1.0338 0.198343
-0.410861 0.600671
0.201658 0.975092
-0.845687 -0.407026
0.645216 -0.155608
1.35015 -0.0292427
-0.725769 0.243853
0.972439 0.952961
0.561512 -0.971914
0.189597 -0.36862
-0.136576 1.26357
0.0956206 -0.899223
-0.901401 -0.022405
-0.431291 -0.417453
-1.17663 -0.423473
-0.787517 -1.17944
-0.0678283 0.410622
2.00815 -0.43329
-0.796084 0.29484
-0.650512 0.707307
-0.52622 1.61011
0.790546 0.243067
1.03837 0.581551
